procedure_name,code_type,code,modifier
Diagnostic Dermatology Flap reconstruction,CPTCode,15734,
Comprehensive Orthopedic Rhinoplasty secondary,CPTCode,30430,
Specialized Pulmonary Blepharoplasty,CPTCode,15822,
Specialized Dermatology Facelift,CPTCode,15824,
Emergency ENT Breast augmentation,CPTCode,19325,
Emergency Orthopedic Breast reduction,CPTCode,19318,
Emergency Orthopedic Breast reconstruction,CPTCode,19357,
Routine Neurological Liposuction,CPTCode,15877,
Advanced Cardiac Abdominoplasty,CPTCode,15847,
Specialized Orthopedic Craniotomy,CPTCode,61510,
Screening Renal Craniectomy,CPTCode,61322,
Emergency Pulmonary Ventricular shunt,CPTCode,62220,
Routine Oncology Deep brain stimulation,CPTCode,61863,
Targeted ENT Vagus nerve stimulation,CPTCode,64568,
Screening Oncology Electroencephalography,CPTCode,95819,
Routine Pulmonary Nerve conduction study,CPTCode,95907,
Follow-up Cardiac EMG,CPTCode,95860,
Targeted ENT Sleep study,CPTCode,95810,
Screening Neurological Tilt table test,CPTCode,93660,
Screening Renal Bone density scan,CPTCode,77080,
Screening Renal Nuclear medicine scan,CPTCode,78300,
Advanced Oncology PET scan,CPTCode,78816,
Therapeutic Oncology Mammogram screening,CPTCode,77067,
Diagnostic Pediatric Mammogram diagnostic,CPTCode,77066,
Routine Renal Pap smear,CPTCode,88141,
Specialized Dermatology Urinalysis,CPTCode,81001,
Advanced Neurological Complete blood count,CPTCode,85025,
Screening Gastro Comprehensive metabolic panel,CPTCode,80053,
Screening Pediatric Lipid panel,CPTCode,80061,
Therapeutic Neurological Thyroid panel,CPTCode,84436,
Specialized ENT Hemoglobin A1c,CPTCode,83036,
Therapeutic Pulmonary Prothrombin time,CPTCode,85610,
Emergency Pulmonary PTT,CPTCode,85730,
Advanced Cardiac D-dimer,CPTCode,85379,
Screening Pediatric Troponin,CPTCode,84484,
Diagnostic Dermatology BNP,CPTCode,83880,
Targeted Cardiac PSA,CPTCode,86316,
Advanced Cardiac CEA,CPTCode,82378,
Comprehensive Dermatology CA-125,CPTCode,86304,
Therapeutic Dermatology AFP,CPTCode,82105,
Targeted Dermatology Beta HCG,CPTCode,84702,
Specialized Dermatology Vitamin B12,CPTCode,82607,
Specialized ENT Folate,CPTCode,82746,
Targeted Pediatric Ferritin,CPTCode,82728,
Comprehensive ENT Iron studies,CPTCode,83540,
Specialized Dermatology Uric acid,CPTCode,84550,
Screening Oncology Cortisol,CPTCode,82533,
Targeted Cardiac Testosterone,CPTCode,84402,
Specialized ENT Estradiol,CPTCode,82670,
Diagnostic Pulmonary FSH,CPTCode,83001,
Screening Pediatric LH,CPTCode,83002,
Routine ENT Progesterone,CPTCode,84144,
Targeted Neurological Prolactin,CPTCode,84146,
Therapeutic Pulmonary DHEA,CPTCode,82626,
Screening Neurological Insulin,CPTCode,83525,
Advanced Cardiac C-peptide,CPTCode,84681,
Emergency Pulmonary Rheumatoid factor,CPTCode,86431,
Diagnostic Pediatric ANA,CPTCode,86038,
Emergency Pulmonary Anti-dsDNA,CPTCode,86060,
Diagnostic Oncology Anti-CCP,CPTCode,86200,
Diagnostic Neurological ESR,CPTCode,85651,
Emergency Gastro CRP,CPTCode,86140,
Specialized Orthopedic Urine culture,CPTCode,87086,
Advanced Pediatric Blood culture,CPTCode,87040,
Diagnostic Neurological Throat culture,CPTCode,87070,
Follow-up Cardiac Stool culture,CPTCode,87045,
Advanced Renal COVID-19 PCR test,CPTCode,87635,
Follow-up Gastro Influenza test,CPTCode,87804,
Comprehensive Cardiac Strep test rapid,CPTCode,87880,
Emergency Pulmonary Mono test,CPTCode,86308,
Comprehensive Pediatric HIV test,CPTCode,86703,
Follow-up Cardiac Hepatitis B surface antigen,CPTCode,87340,
Emergency Oncology Hepatitis C antibody,CPTCode,86803,
Emergency ENT RPR syphilis test,CPTCode,86592,
Emergency Orthopedic Chlamydia gonorrhea NAAT,CPTCode,87491,
Follow-up ENT Physical therapy evaluation,CPTCode,97161,
Specialized Dermatology Physical therapy treatment,CPTCode,97110,
Follow-up Pediatric Occupational therapy evaluation,CPTCode,97165,
Routine Cardiac Speech therapy evaluation,CPTCode,92521,
Comprehensive Renal Psychiatric evaluation,CPTCode,90792,
Comprehensive Cardiac Psychotherapy 45 minutes,CPTCode,90834,
Diagnostic Oncology Psychotherapy 60 minutes,CPTCode,90837,
Emergency Dermatology Group therapy,CPTCode,90853,
Emergency ENT Medication management,CPTCode,90833,
Diagnostic Cardiac Neuropsychological testing,CPTCode,96130,
Comprehensive Pediatric Allergy skin testing,CPTCode,95004,
Diagnostic Pulmonary Allergy immunotherapy,CPTCode,95115,
Therapeutic Renal Immunoglobulin infusion,CPTCode,90281,
Emergency Cardiac Chemotherapy infusion,CPTCode,96413,
Therapeutic Neurological Radiation therapy,CPTCode,77401,
Screening ENT IMRT planning,CPTCode,77301,
Screening Orthopedic Brachytherapy,CPTCode,77761,
Screening Pediatric Dialysis hemodialysis,CPTCode,90935,
Follow-up Cardiac Peritoneal dialysis,CPTCode,90945,
Follow-up Neurological Plasmapheresis,CPTCode,36514,
Comprehensive ENT Infusion therapy,CPTCode,96360,
Screening Orthopedic IV antibiotics,CPTCode,96365,
Diagnostic Oncology Total parenteral nutrition,CPTCode,99601,
Diagnostic Orthopedic Nasogastric tube placement,CPTCode,43752,
Therapeutic Orthopedic Endotracheal intubation,CPTCode,31500,
Diagnostic Neurological Mechanical ventilation management,CPTCode,94002,
Comprehensive Pediatric Central line insertion,CPTCode,36556,
Emergency Orthopedic PICC line insertion,CPTCode,36569,
Follow-up ENT Arterial line placement,CPTCode,36620,
Diagnostic ENT Thoracentesis,CPTCode,32555,
Advanced Neurological Paracentesis,CPTCode,49083,
Screening Oncology Pericardiocentesis,CPTCode,33010,
Diagnostic Oncology Cardioversion,CPTCode,92960,
Emergency Oncology Defibrillation,CPTCode,92950,
Screening Cardiac CPR,CPTCode,92950,
Routine Renal Nebulizer treatment,CPTCode,94640,
Diagnostic ENT Oxygen therapy,CPTCode,94760,
Therapeutic ENT CPAP,HCPCSCode,E0601,
Routine Oncology BiPAP,HCPCSCode,E0470,
Advanced Orthopedic Hospital bed,HCPCSCode,E0250,
Screening Orthopedic Walker,HCPCSCode,E0130,
Diagnostic Cardiac Cane,HCPCSCode,E0100,
Specialized ENT Crutches,HCPCSCode,E0110,
Diagnostic Neurological Commode,HCPCSCode,E0163,
Diagnostic Oncology Bath bench,HCPCSCode,E0245,
Emergency Gastro Nebulizer machine,HCPCSCode,E0570,
Routine Renal Insulin pump,HCPCSCode,E0784,
Screening Pulmonary Blood glucose monitor,HCPCSCode,E2101,
Advanced Pulmonary Continuous glucose monitor,HCPCSCode,E2101,
Emergency Oncology Compression stockings,HCPCSCode,A6531,
Therapeutic ENT Wound dressing,HCPCSCode,A6216,
Specialized Orthopedic Ostomy supplies,HCPCSCode,A4361,
Advanced Pediatric Urological catheter,HCPCSCode,A4338,
Screening Orthopedic Breast pump,HCPCSCode,E0603,
Follow-up Renal Hearing aid,HCPCSCode,V5244,
Comprehensive Pediatric Orthotics ankle foot,HCPCSCode,L1960,
Follow-up Orthopedic Prosthetic limb,HCPCSCode,L5100,
Follow-up Pulmonary Spinal orthosis,HCPCSCode,L0648,
Targeted Neurological Cervical collar,HCPCSCode,L0120,
Comprehensive Pulmonary Knee brace,HCPCSCode,L1820,
Routine Gastro Shoulder sling,HCPCSCode,A4565,
Diagnostic Pediatric Wrist splint,HCPCSCode,L3900,
Comprehensive Cardiac Ambulance transport,HCPCSCode,A0428,
Targeted Pediatric Non-emergency transport,HCPCSCode,A0100,
Therapeutic Orthopedic Home health aide,HCPCSCode,G0156,
Screening Oncology Skilled nursing visit,HCPCSCode,G0299,
Targeted Gastro Physical therapy home,HCPCSCode,G0151,
Emergency Pediatric Occupational therapy home,HCPCSCode,G0152,
Advanced Pediatric Flu vaccine,CPTCode,90686,
Diagnostic Neurological COVID-19 vaccine,CPTCode,91300,
Comprehensive Pediatric Pneumococcal vaccine,CPTCode,90670,
Diagnostic Renal Shingles vaccine,CPTCode,90750,
Diagnostic Oncology MMR vaccine,CPTCode,90707,
Screening Oncology HPV vaccine,CPTCode,90651,
Comprehensive Dermatology Hepatitis B vaccine,CPTCode,90739,
Follow-up Oncology Tetanus toxoid,CPTCode,90714,
Emergency Renal Meningococcal vaccine,CPTCode,90734,
Screening Pulmonary Varicella vaccine,CPTCode,90716,
Routine Gastro Chest X-Ray,CPTCode,71045,
Diagnostic Orthopedic MRI Brain,CPTCode,70551,26.0
Routine Dermatology Blood Test,CPTCode,80050,
Targeted Pulmonary ECG,CPTCode,93000,
Advanced Pediatric CT Scan,CPTCode,74177,
Follow-up Neurological Radiologic exam chest 2 views,CPTCode,71046,
Routine Gastro Subsequent hospital care high complexity,CPTCode,99233,
Targeted Pediatric Wheelchair,HCPCSCode,E1161,
Diagnostic Orthopedic Office visit established patient low complexity,CPTCode,99213,
Comprehensive Pediatric Office visit established patient moderate complexity,CPTCode,99214,
Screening Pediatric Office visit new patient moderate complexity,CPTCode,99203,
Diagnostic Pediatric Annual wellness visit,CPTCode,G0439,
Emergency Renal Preventive visit adult,CPTCode,99396,
Screening Pulmonary MRI Spine lumbar,CPTCode,72148,26.0
Comprehensive ENT MRI Knee,CPTCode,73721,26.0
Routine Pulmonary MRI Shoulder,CPTCode,73221,26.0
Advanced Renal CT Head,CPTCode,70450,
Specialized Dermatology CT Abdomen pelvis,CPTCode,74178,
Follow-up Oncology CT Chest,CPTCode,71250,
Diagnostic Neurological Ultrasound abdomen,CPTCode,76700,
Emergency Cardiac Ultrasound pelvis,CPTCode,76856,
Specialized Pulmonary Ultrasound thyroid,CPTCode,76536,
Emergency Pediatric Echocardiogram,CPTCode,93306,26.0
Specialized Cardiac Stress test,CPTCode,93015,
Advanced Renal Holter monitor,CPTCode,93224,
Emergency Neurological Pulmonary function test,CPTCode,94010,
Screening ENT Spirometry,CPTCode,94060,
Emergency Neurological Colonoscopy,CPTCode,45378,
Screening Renal Upper endoscopy,CPTCode,43239,
Specialized Pulmonary Sigmoidoscopy,CPTCode,45331,
Emergency Renal Bronchoscopy,CPTCode,31622,
Therapeutic Gastro Cystoscopy,CPTCode,52000,
Advanced Neurological Arthroscopy knee,CPTCode,29881,
Routine Neurological Arthroscopy shoulder,CPTCode,29826,
Routine Pulmonary Lumbar puncture,CPTCode,62270,
Screening Neurological Bone marrow biopsy,CPTCode,38221,
Follow-up Renal Liver biopsy,CPTCode,47000,
Diagnostic Pediatric Kidney biopsy,CPTCode,50200,
Routine ENT Skin biopsy,CPTCode,11102,
Comprehensive Oncology Fine needle aspiration,CPTCode,10021,
Comprehensive Pulmonary Excision of lesion skin,CPTCode,11400,
Emergency Neurological Laceration repair simple,CPTCode,12001,
Comprehensive Gastro Laceration repair complex,CPTCode,13100,
Routine ENT Abscess incision drainage,CPTCode,10060,
Targeted Gastro Nail removal,CPTCode,11730,
Specialized Oncology Cerumen removal,CPTCode,69210,
Therapeutic Oncology Cataract surgery,CPTCode,66984,
Comprehensive Dermatology Vitrectomy,CPTCode,67036,
Specialized Pediatric LASIK,CPTCode,66999,
Advanced Cardiac Tonsillectomy,CPTCode,42825,
Diagnostic Oncology Adenoidectomy,CPTCode,42830,
Diagnostic Neurological Septoplasty,CPTCode,30520,
Advanced ENT Rhinoplasty,CPTCode,30400,
Diagnostic Pediatric Sinus surgery,CPTCode,31256,
Routine Neurological Thyroidectomy total,CPTCode,60240,
Follow-up Dermatology Parathyroidectomy,CPTCode,60500,
Specialized Renal Mastectomy simple,CPTCode,19301,
Diagnostic Pulmonary Lumpectomy,CPTCode,19301,
Emergency Pediatric Sentinel node biopsy,CPTCode,38792,
Emergency Renal Hysterectomy total abdominal,CPTCode,58150,
Emergency Gastro Hysterectomy laparoscopic,CPTCode,58570,
Targeted Pediatric Myomectomy abdominal,CPTCode,58140,
Comprehensive Dermatology Oophorectomy,CPTCode,58940,
Targeted Dermatology Tubal ligation,CPTCode,58600,
Advanced Dermatology Cesarean section,CPTCode,59510,
Routine Cardiac Normal vaginal delivery,CPTCode,59400,
Comprehensive Cardiac Dilation and curettage,CPTCode,58120,
Routine Neurological Colposcopy,CPTCode,57454,
Diagnostic Neurological LEEP procedure,CPTCode,57461,
Emergency Neurological Prostatectomy radical,CPTCode,55810,
Specialized Dermatology Transurethral resection prostate,CPTCode,52601,
Comprehensive ENT Vasectomy,CPTCode,55250,
Screening Neurological Orchiectomy,CPTCode,54520,
Emergency Gastro Nephrectomy,CPTCode,50220,
Diagnostic Orthopedic Cholecystectomy laparoscopic,CPTCode,47562,
Specialized Orthopedic Appendectomy,CPTCode,44950,
Advanced Pulmonary Hernia repair inguinal,CPTCode,49505,
Targeted Gastro Hernia repair ventral,CPTCode,49560,
Diagnostic Gastro Colectomy partial,CPTCode,44140,
Follow-up Neurological Colostomy,CPTCode,44320,
Screening Orthopedic Hemorrhoidectomy,CPTCode,46250,
Diagnostic ENT Fistulectomy,CPTCode,46270,
Diagnostic Pediatric Splenectomy,CPTCode,38100,
Routine Orthopedic Gastrectomy partial,CPTCode,43631,
Diagnostic Renal Gastric bypass,CPTCode,43644,
Specialized Pediatric Sleeve gastrectomy,CPTCode,43775,
Screening ENT Whipple procedure,CPTCode,48150,
Routine Orthopedic Coronary artery bypass graft,CPTCode,33533,
Emergency Renal Cardiac catheterization,CPTCode,93454,
Comprehensive Oncology Percutaneous coronary intervention,CPTCode,92920,
Emergency Cardiac Pacemaker insertion,CPTCode,33206,
Emergency Cardiac Defibrillator insertion,CPTCode,33249,
Emergency Neurological Aortic valve replacement,CPTCode,33405,
Therapeutic ENT Mitral valve repair,CPTCode,33425,
Specialized Gastro Carotid endarterectomy,CPTCode,35301,
Follow-up ENT Aortic aneurysm repair,CPTCode,35082,
Comprehensive Renal Peripheral vascular bypass,CPTCode,35556,
Specialized Pulmonary Varicose vein surgery,CPTCode,37700,
Therapeutic Dermatology Arteriovenous fistula creation,CPTCode,36821,
Diagnostic Pulmonary Hip replacement total,CPTCode,27130,
Follow-up Neurological Knee replacement total,CPTCode,27447,
Diagnostic Gastro Shoulder replacement total,CPTCode,23472,
Follow-up Oncology Spinal fusion lumbar,CPTCode,22612,
Comprehensive Oncology Spinal fusion cervical,CPTCode,22551,
Screening Oncology Laminectomy,CPTCode,63030,
Screening Gastro Discectomy,CPTCode,63030,
Routine Neurological Carpal tunnel release,CPTCode,64721,
Comprehensive ENT Trigger finger release,CPTCode,26055,
Targeted Dermatology Tendon repair,CPTCode,27650,
Advanced Renal Fracture repair closed,CPTCode,25600,
Screening ENT Fracture repair open,CPTCode,25607,
Emergency Neurological Amputation lower extremity,CPTCode,27592,
Emergency Orthopedic Skin graft split thickness,CPTCode,15100,
Screening Neurological Burn debridement,CPTCode,16020,
Diagnostic Gastro Flap reconstruction,CPTCode,15734,
Specialized Dermatology Rhinoplasty secondary,CPTCode,30430,
Emergency Neurological Blepharoplasty,CPTCode,15822,
Screening Renal Facelift,CPTCode,15824,
Comprehensive Oncology Breast augmentation,CPTCode,19325,
Follow-up Orthopedic Breast reduction,CPTCode,19318,
Screening Pediatric Breast reconstruction,CPTCode,19357,
Advanced Gastro Liposuction,CPTCode,15877,
Diagnostic Pediatric Abdominoplasty,CPTCode,15847,
Therapeutic Cardiac Craniotomy,CPTCode,61510,
Screening Cardiac Craniectomy,CPTCode,61322,
Diagnostic Pediatric Ventricular shunt,CPTCode,62220,
Screening Gastro Deep brain stimulation,CPTCode,61863,
Routine Pulmonary Vagus nerve stimulation,CPTCode,64568,
Follow-up Pulmonary Electroencephalography,CPTCode,95819,
Screening Renal Nerve conduction study,CPTCode,95907,
Comprehensive Renal EMG,CPTCode,95860,
Specialized Renal Sleep study,CPTCode,95810,
Follow-up Pulmonary Tilt table test,CPTCode,93660,
Diagnostic Gastro Bone density scan,CPTCode,77080,
Screening Renal Nuclear medicine scan,CPTCode,78300,
Therapeutic Dermatology PET scan,CPTCode,78816,
Diagnostic Dermatology Mammogram screening,CPTCode,77067,
Emergency Dermatology Mammogram diagnostic,CPTCode,77066,
Screening Dermatology Pap smear,CPTCode,88141,
Diagnostic Orthopedic Urinalysis,CPTCode,81001,
Targeted Pulmonary Complete blood count,CPTCode,85025,
Comprehensive ENT Comprehensive metabolic panel,CPTCode,80053,
Therapeutic Gastro Lipid panel,CPTCode,80061,
Screening Pediatric Thyroid panel,CPTCode,84436,
Targeted Gastro Hemoglobin A1c,CPTCode,83036,
Advanced Cardiac Prothrombin time,CPTCode,85610,
Diagnostic Pediatric PTT,CPTCode,85730,
Advanced Cardiac D-dimer,CPTCode,85379,
Specialized Neurological Troponin,CPTCode,84484,
Advanced Orthopedic BNP,CPTCode,83880,
Targeted Neurological PSA,CPTCode,86316,
Therapeutic Dermatology CEA,CPTCode,82378,
Therapeutic Pediatric CA-125,CPTCode,86304,
Diagnostic Orthopedic AFP,CPTCode,82105,
Therapeutic Pediatric Beta HCG,CPTCode,84702,
Targeted Gastro Vitamin B12,CPTCode,82607,
Follow-up Pediatric Folate,CPTCode,82746,
Routine ENT Ferritin,CPTCode,82728,
Screening Oncology Iron studies,CPTCode,83540,
Emergency Orthopedic Uric acid,CPTCode,84550,
Advanced ENT Cortisol,CPTCode,82533,
Diagnostic Pulmonary Testosterone,CPTCode,84402,
Therapeutic Pulmonary Estradiol,CPTCode,82670,
Therapeutic Pediatric FSH,CPTCode,83001,
Advanced Pediatric LH,CPTCode,83002,
Specialized Pulmonary Progesterone,CPTCode,84144,
Specialized Pulmonary Prolactin,CPTCode,84146,
Specialized Pulmonary DHEA,CPTCode,82626,
Specialized Gastro Insulin,CPTCode,83525,
Routine Cardiac C-peptide,CPTCode,84681,
Therapeutic Orthopedic Rheumatoid factor,CPTCode,86431,
Diagnostic Pulmonary ANA,CPTCode,86038,
Specialized Neurological Anti-dsDNA,CPTCode,86060,
Routine Gastro Anti-CCP,CPTCode,86200,
Diagnostic Renal ESR,CPTCode,85651,
Screening Pulmonary CRP,CPTCode,86140,
Screening Pediatric Urine culture,CPTCode,87086,
Diagnostic ENT Blood culture,CPTCode,87040,
Follow-up ENT Throat culture,CPTCode,87070,
Screening Cardiac Stool culture,CPTCode,87045,
Comprehensive Oncology COVID-19 PCR test,CPTCode,87635,
Specialized Cardiac Influenza test,CPTCode,87804,
Advanced Gastro Strep test rapid,CPTCode,87880,
Follow-up Oncology Mono test,CPTCode,86308,
Specialized Pediatric HIV test,CPTCode,86703,
Diagnostic Neurological Hepatitis B surface antigen,CPTCode,87340,
Therapeutic Pulmonary Hepatitis C antibody,CPTCode,86803,
Targeted Dermatology RPR syphilis test,CPTCode,86592,
Screening Orthopedic Chlamydia gonorrhea NAAT,CPTCode,87491,
Diagnostic Neurological Physical therapy evaluation,CPTCode,97161,
Targeted Oncology Physical therapy treatment,CPTCode,97110,
Comprehensive Neurological Occupational therapy evaluation,CPTCode,97165,
Specialized Dermatology Speech therapy evaluation,CPTCode,92521,
Therapeutic Dermatology Psychiatric evaluation,CPTCode,90792,
Follow-up Cardiac Psychotherapy 45 minutes,CPTCode,90834,
Emergency Gastro Psychotherapy 60 minutes,CPTCode,90837,
Follow-up Pediatric Group therapy,CPTCode,90853,
Screening Renal Medication management,CPTCode,90833,
Specialized Pulmonary Neuropsychological testing,CPTCode,96130,
Comprehensive Pediatric Allergy skin testing,CPTCode,95004,
Diagnostic Renal Allergy immunotherapy,CPTCode,95115,
Specialized Cardiac Immunoglobulin infusion,CPTCode,90281,
Emergency Renal Chemotherapy infusion,CPTCode,96413,
Follow-up Renal Radiation therapy,CPTCode,77401,
Comprehensive Renal IMRT planning,CPTCode,77301,
Therapeutic Gastro Brachytherapy,CPTCode,77761,
Targeted Neurological Dialysis hemodialysis,CPTCode,90935,
Diagnostic Dermatology Peritoneal dialysis,CPTCode,90945,
Screening Gastro Plasmapheresis,CPTCode,36514,
Emergency ENT Infusion therapy,CPTCode,96360,
Follow-up Oncology IV antibiotics,CPTCode,96365,
Follow-up Dermatology Total parenteral nutrition,CPTCode,99601,
Diagnostic ENT Nasogastric tube placement,CPTCode,43752,
Specialized Renal Endotracheal intubation,CPTCode,31500,
Therapeutic Orthopedic Mechanical ventilation management,CPTCode,94002,
Targeted Cardiac Central line insertion,CPTCode,36556,
Therapeutic Gastro PICC line insertion,CPTCode,36569,
Follow-up Pediatric Arterial line placement,CPTCode,36620,
Follow-up Oncology Thoracentesis,CPTCode,32555,
Diagnostic Neurological Paracentesis,CPTCode,49083,
Screening ENT Pericardiocentesis,CPTCode,33010,
Routine Cardiac Cardioversion,CPTCode,92960,
Targeted Cardiac Defibrillation,CPTCode,92950,
Specialized Dermatology CPR,CPTCode,92950,
Specialized Renal Nebulizer treatment,CPTCode,94640,
Advanced Neurological Oxygen therapy,CPTCode,94760,
Diagnostic Gastro CPAP,HCPCSCode,E0601,
Follow-up ENT BiPAP,HCPCSCode,E0470,
Targeted Gastro Hospital bed,HCPCSCode,E0250,
Routine Cardiac Walker,HCPCSCode,E0130,
Comprehensive Pediatric Cane,HCPCSCode,E0100,
Routine Pulmonary Crutches,HCPCSCode,E0110,
Screening Orthopedic Commode,HCPCSCode,E0163,
Targeted ENT Bath bench,HCPCSCode,E0245,
Advanced ENT Nebulizer machine,HCPCSCode,E0570,
Diagnostic Neurological Insulin pump,HCPCSCode,E0784,
Specialized ENT Blood glucose monitor,HCPCSCode,E2101,
Screening Oncology Continuous glucose monitor,HCPCSCode,E2101,
Specialized Gastro Compression stockings,HCPCSCode,A6531,
Specialized ENT Wound dressing,HCPCSCode,A6216,
Advanced Neurological Ostomy supplies,HCPCSCode,A4361,
Screening Cardiac Urological catheter,HCPCSCode,A4338,
Targeted Cardiac Breast pump,HCPCSCode,E0603,
Therapeutic Neurological Hearing aid,HCPCSCode,V5244,
Therapeutic Oncology Orthotics ankle foot,HCPCSCode,L1960,
Screening Pediatric Prosthetic limb,HCPCSCode,L5100,
Routine Pulmonary Spinal orthosis,HCPCSCode,L0648,
Specialized Renal Cervical collar,HCPCSCode,L0120,
Comprehensive ENT Knee brace,HCPCSCode,L1820,
Advanced Renal Shoulder sling,HCPCSCode,A4565,
Therapeutic Orthopedic Wrist splint,HCPCSCode,L3900,
Targeted Cardiac Ambulance transport,HCPCSCode,A0428,
Targeted Oncology Non-emergency transport,HCPCSCode,A0100,
Routine Renal Home health aide,HCPCSCode,G0156,
Advanced Oncology Skilled nursing visit,HCPCSCode,G0299,
Specialized Pulmonary Physical therapy home,HCPCSCode,G0151,
Screening Pediatric Occupational therapy home,HCPCSCode,G0152,
Therapeutic Renal Flu vaccine,CPTCode,90686,
Specialized Pulmonary COVID-19 vaccine,CPTCode,91300,
Screening ENT Pneumococcal vaccine,CPTCode,90670,
Diagnostic Neurological Shingles vaccine,CPTCode,90750,
Specialized Cardiac MMR vaccine,CPTCode,90707,
Therapeutic Renal HPV vaccine,CPTCode,90651,
Comprehensive Neurological Hepatitis B vaccine,CPTCode,90739,
Advanced ENT Tetanus toxoid,CPTCode,90714,
Diagnostic Cardiac Meningococcal vaccine,CPTCode,90734,
Advanced Pulmonary Varicella vaccine,CPTCode,90716,
Therapeutic ENT Chest X-Ray,CPTCode,71045,
Diagnostic Orthopedic MRI Brain,CPTCode,70551,26.0
Routine Neurological Blood Test,CPTCode,80050,
Routine Gastro ECG,CPTCode,93000,
Diagnostic Orthopedic CT Scan,CPTCode,74177,
Advanced Dermatology Radiologic exam chest 2 views,CPTCode,71046,
Follow-up Pulmonary Subsequent hospital care high complexity,CPTCode,99233,
Routine Neurological Wheelchair,HCPCSCode,E1161,
Targeted ENT Office visit established patient low complexity,CPTCode,99213,
Routine Renal Office visit established patient moderate complexity,CPTCode,99214,
Diagnostic Gastro Office visit new patient moderate complexity,CPTCode,99203,
Follow-up Dermatology Annual wellness visit,CPTCode,G0439,
Screening Gastro Preventive visit adult,CPTCode,99396,
Comprehensive Orthopedic MRI Spine lumbar,CPTCode,72148,26.0
Follow-up Pulmonary MRI Knee,CPTCode,73721,26.0
Emergency Dermatology MRI Shoulder,CPTCode,73221,26.0
Screening Oncology CT Head,CPTCode,70450,
Follow-up Pediatric CT Abdomen pelvis,CPTCode,74178,
Emergency Cardiac CT Chest,CPTCode,71250,
Therapeutic Gastro Ultrasound abdomen,CPTCode,76700,
Advanced Neurological Ultrasound pelvis,CPTCode,76856,
Specialized Orthopedic Ultrasound thyroid,CPTCode,76536,
Advanced ENT Echocardiogram,CPTCode,93306,26.0
Therapeutic ENT Stress test,CPTCode,93015,
Specialized Cardiac Holter monitor,CPTCode,93224,
Routine Renal Pulmonary function test,CPTCode,94010,
Emergency Neurological Spirometry,CPTCode,94060,
Routine Cardiac Colonoscopy,CPTCode,45378,
Targeted Neurological Upper endoscopy,CPTCode,43239,
Specialized Pediatric Sigmoidoscopy,CPTCode,45331,
Screening ENT Bronchoscopy,CPTCode,31622,
Routine Dermatology Cystoscopy,CPTCode,52000,
Therapeutic Pulmonary Arthroscopy knee,CPTCode,29881,
Comprehensive Dermatology Arthroscopy shoulder,CPTCode,29826,
Screening Gastro Lumbar puncture,CPTCode,62270,
Comprehensive Oncology Bone marrow biopsy,CPTCode,38221,
Targeted Neurological Liver biopsy,CPTCode,47000,
Specialized ENT Kidney biopsy,CPTCode,50200,
Routine ENT Skin biopsy,CPTCode,11102,
Therapeutic Pulmonary Fine needle aspiration,CPTCode,10021,
Advanced Renal Excision of lesion skin,CPTCode,11400,
Targeted Renal Laceration repair simple,CPTCode,12001,
Advanced Oncology Laceration repair complex,CPTCode,13100,
Follow-up Gastro Abscess incision drainage,CPTCode,10060,
Routine Neurological Nail removal,CPTCode,11730,
Advanced Neurological Cerumen removal,CPTCode,69210,
Screening Neurological Cataract surgery,CPTCode,66984,
Comprehensive Pulmonary Vitrectomy,CPTCode,67036,
Specialized Orthopedic LASIK,CPTCode,66999,
Therapeutic Orthopedic Tonsillectomy,CPTCode,42825,
Comprehensive Pediatric Adenoidectomy,CPTCode,42830,
Routine Pulmonary Septoplasty,CPTCode,30520,
Targeted Oncology Rhinoplasty,CPTCode,30400,
Targeted Cardiac Sinus surgery,CPTCode,31256,
Targeted Dermatology Thyroidectomy total,CPTCode,60240,
Targeted Pediatric Parathyroidectomy,CPTCode,60500,
Follow-up Neurological Mastectomy simple,CPTCode,19301,
Comprehensive Renal Lumpectomy,CPTCode,19301,
Specialized ENT Sentinel node biopsy,CPTCode,38792,
Advanced Pulmonary Hysterectomy total abdominal,CPTCode,58150,
Targeted Gastro Hysterectomy laparoscopic,CPTCode,58570,
Follow-up Neurological Myomectomy abdominal,CPTCode,58140,
Emergency Neurological Oophorectomy,CPTCode,58940,
Routine Renal Tubal ligation,CPTCode,58600,
Therapeutic Pulmonary Cesarean section,CPTCode,59510,
Advanced Oncology Normal vaginal delivery,CPTCode,59400,
Diagnostic ENT Dilation and curettage,CPTCode,58120,
Specialized Pulmonary Colposcopy,CPTCode,57454,
Follow-up Gastro LEEP procedure,CPTCode,57461,
Specialized Pulmonary Prostatectomy radical,CPTCode,55810,
Advanced Dermatology Transurethral resection prostate,CPTCode,52601,
Diagnostic Dermatology Vasectomy,CPTCode,55250,
Therapeutic Orthopedic Orchiectomy,CPTCode,54520,
Screening Renal Nephrectomy,CPTCode,50220,
Comprehensive Neurological Cholecystectomy laparoscopic,CPTCode,47562,
Diagnostic Oncology Appendectomy,CPTCode,44950,
Comprehensive Gastro Hernia repair inguinal,CPTCode,49505,
Comprehensive Oncology Hernia repair ventral,CPTCode,49560,
Targeted Cardiac Colectomy partial,CPTCode,44140,
Comprehensive Cardiac Colostomy,CPTCode,44320,
Specialized Gastro Hemorrhoidectomy,CPTCode,46250,
Targeted Orthopedic Fistulectomy,CPTCode,46270,
